,Episode,TimeStep,S0,S1,S2,S3,S4,S5,Action,Reward,T0,T1,T2,T3,T4,T5
0,0,1,0.99937993,0.03521066,0.9996348,0.027022857,-0.0022956668,0.07221546,0,-1.0,0.9990166,0.044338528,0.99997467,0.0071202274,0.09101871,-0.2661073
1,0,2,0.9990166,0.044338528,0.99997467,0.0071202274,0.09101871,-0.2661073,2,-1.0,0.99907786,0.042935375,0.9999818,-0.006025435,-0.10490379,0.13617839
2,0,3,0.99907786,0.042935375,0.9999818,-0.006025435,-0.10490379,0.13617839,0,-1.0,0.9995211,0.030944949,0.9999487,-0.010132129,-0.012943853,-0.17804885
3,0,4,0.9995211,0.030944949,0.9999487,-0.010132129,-0.012943853,-0.17804885,1,-1.0,0.9997049,0.024292052,0.99917257,-0.040671363,-0.053156666,-0.123302095
4,0,5,0.9997049,0.024292052,0.99917257,-0.040671363,-0.053156666,-0.123302095,1,-1.0,0.99994755,0.010243474,0.998296,-0.058352347,-0.08499661,-0.05293628
5,0,6,0.99994755,0.010243474,0.998296,-0.058352347,-0.08499661,-0.05293628,0,-1.0,0.99998844,0.004804106,0.9953538,-0.09628467,0.030288257,-0.32141048
6,0,7,0.99998844,0.004804106,0.9953538,-0.09628467,0.030288257,-0.32141048,1,-1.0,0.99996936,0.007830394,0.98908275,-0.147361,-0.0020831863,-0.18422909
7,0,8,0.99996936,0.007830394,0.98908275,-0.147361,-0.0020831863,-0.18422909,1,-1.0,0.9999936,0.0035647373,0.9859834,-0.16684362,-0.040170636,-0.010612197
8,0,9,0.9999936,0.0035647373,0.9859834,-0.16684362,-0.040170636,-0.010612197,2,-1.0,0.99978364,-0.020800771,0.9930052,-0.11807054,-0.19700946,0.49117678
9,0,10,0.99978364,-0.020800771,0.9930052,-0.11807054,-0.19700946,0.49117678,2,-1.0,0.99748844,-0.07082937,0.99980414,0.0197915,-0.28924006,0.8583655
10,0,11,0.99748844,-0.07082937,0.99980414,0.0197915,-0.28924006,0.8583655,1,-1.0,0.9932585,-0.11592041,0.98474354,0.17401193,-0.14975901,0.6593246
11,0,12,0.9932585,-0.11592041,0.98474354,0.17401193,-0.14975901,0.6593246,1,-1.0,0.9919857,-0.12635031,0.9630711,0.26924717,0.04913715,0.30081686
12,0,13,0.9919857,-0.12635031,0.9630711,0.26924717,0.04913715,0.30081686,0,-1.0,0.99649894,-0.083605304,0.9668722,0.25526088,0.3711301,-0.43644255
13,0,14,0.99649894,-0.083605304,0.9668722,0.25526088,0.3711301,-0.43644255,1,-1.0,0.9999985,0.0017361187,0.98994386,0.14146069,0.46255267,-0.6927027
14,0,15,0.9999985,0.0017361187,0.98994386,0.14146069,0.46255267,-0.6927027,0,-1.0,0.99446833,0.105036646,0.99928874,-0.037710417,0.5456462,-1.0562006
15,0,16,0.99446833,0.105036646,0.99928874,-0.037710417,0.5456462,-1.0562006,2,-1.0,0.98352426,0.18077633,0.98196685,-0.18905324,0.200556,-0.43259394
16,0,17,0.98352426,0.18077633,0.98196685,-0.18905324,0.200556,-0.43259394,0,-1.0,0.97856057,0.20595933,0.9636138,-0.26729843,0.048690192,-0.35422942
17,0,18,0.97856057,0.20595933,0.9636138,-0.26729843,0.048690192,-0.35422942,1,-1.0,0.9826448,0.18549725,0.9574543,-0.28858483,-0.25331903,0.13258487
18,0,19,0.9826448,0.18549725,0.9574543,-0.28858483,-0.25331903,0.13258487,0,-1.0,0.9923858,0.123168275,0.9674442,-0.25308442,-0.36387938,0.22082566
19,0,20,0.9923858,0.123168275,0.9674442,-0.25308442,-0.36387938,0.22082566,1,-1.0,0.9994082,0.034397963,0.9842209,-0.17694394,-0.5065041,0.5323987
20,0,21,0.9994082,0.034397963,0.9842209,-0.17694394,-0.5065041,0.5323987,1,-1.0,0.9975859,-0.06944353,0.9983993,-0.056557585,-0.5077336,0.6433325
21,0,22,0.9975859,-0.06944353,0.9983993,-0.056557585,-0.5077336,0.6433325,2,-1.0,0.9852601,-0.17106293,0.99519336,0.09792963,-0.4907367,0.86041385
22,0,23,0.9852601,-0.17106293,0.99519336,0.09792963,-0.4907367,0.86041385,1,-1.0,0.9707785,-0.23997708,0.97246087,0.23306622,-0.19605221,0.47873512
23,0,24,0.9707785,-0.23997708,0.97246087,0.23306622,-0.19605221,0.47873512,2,-1.0,0.9666197,-0.2562155,0.9508571,0.30963,0.03387612,0.3018334
24,0,25,0.9666197,-0.2562155,0.9508571,0.30963,0.03387612,0.3018334,1,-1.0,0.97683865,-0.21397722,0.94966644,0.31326282,0.39178824,-0.2578331
25,0,26,0.97683865,-0.21397722,0.94966644,0.31326282,0.39178824,-0.2578331,1,-1.0,0.99404943,-0.10893002,0.9760921,0.21735722,0.6490563,-0.70578176
26,0,27,0.99404943,-0.10893002,0.9760921,0.21735722,0.6490563,-0.70578176,1,-1.0,0.9994962,0.03173829,0.9985535,0.05376713,0.7261319,-0.8965538
27,0,28,0.9994962,0.03173829,0.9985535,0.05376713,0.7261319,-0.8965538,0,-1.0,0.9838089,0.17922074,0.98855716,-0.1508468,0.72160375,-1.0956537
28,0,29,0.9838089,0.17922074,0.98855716,-0.1508468,0.72160375,-1.0956537,2,-1.0,0.96116745,0.27596587,0.9575948,-0.28811833,0.25017187,-0.2784742
29,0,30,0.96116745,0.27596587,0.9575948,-0.28811833,0.25017187,-0.2784742,1,-1.0,0.9585902,0.28478906,0.95809,-0.2864674,-0.15954012,0.29582492
30,0,31,0.9585902,0.28478906,0.95809,-0.2864674,-0.15954012,0.29582492,1,-1.0,0.97616136,0.21704607,0.9839924,-0.17821038,-0.52348024,0.7900509
31,0,32,0.97616136,0.21704607,0.9839924,-0.17821038,-0.52348024,0.7900509,0,-1.0,0.99471414,0.102682635,0.99967456,-0.02550967,-0.60756093,0.7020074
32,0,33,0.99471414,0.102682635,0.99967456,-0.02550967,-0.60756093,0.7020074,2,-1.0,0.9992439,-0.038879555,0.9884296,0.1516803,-0.7751321,1.0211331
33,0,34,0.9992439,-0.038879555,0.9884296,0.1516803,-0.7751321,1.0211331,0,-1.0,0.986333,-0.16476406,0.9580869,0.28647763,-0.4626638,0.32189196
34,0,35,0.986333,-0.16476406,0.9580869,0.28647763,-0.4626638,0.32189196,0,-1.0,0.97682697,-0.21403052,0.9633388,0.26828793,-0.029763583,-0.5144316
35,0,36,0.97682697,-0.21403052,0.9633388,0.26828793,-0.029763583,-0.5144316,0,-1.0,0.9842567,-0.17674507,0.9959045,0.0904116,0.39695612,-1.2607118
36,0,37,0.9842567,-0.17674507,0.9959045,0.0904116,0.39695612,-1.2607118,2,-1.0,0.995657,-0.09309715,0.9899881,-0.14115094,0.42262137,-1.0070004
37,0,38,0.995657,-0.09309715,0.9899881,-0.14115094,0.42262137,-1.0070004,2,-1.0,0.99983805,-0.017994722,0.9573446,-0.28894866,0.31118503,-0.47321257
38,0,39,0.99983805,-0.017994722,0.9573446,-0.28894866,0.31118503,-0.47321257,1,-1.0,0.9992686,0.038240228,0.9377147,-0.3474064,0.23850757,-0.12563147
39,0,40,0.9992686,0.038240228,0.9377147,-0.3474064,0.23850757,-0.12563147,2,-1.0,0.998191,0.060122985,0.95380026,-0.30044135,-0.023211319,0.61828166
40,0,41,0.998191,0.060122985,0.95380026,-0.30044135,-0.023211319,0.61828166,2,-1.0,0.99954706,0.030095031,0.993415,-0.11457159,-0.2660713,1.249486
41,0,42,0.99954706,0.030095031,0.993415,-0.11457159,-0.2660713,1.249486,0,-1.0,0.99992824,-0.011982309,0.99447435,0.10497964,-0.13833085,0.9046524
42,0,43,0.99992824,-0.011982309,0.99447435,0.10497964,-0.13833085,0.9046524,0,-1.0,0.9997891,-0.020536026,0.9730776,0.23047777,0.05746549,0.34808603
43,0,44,0.9997891,-0.020536026,0.9730776,0.23047777,0.05746549,0.34808603,0,-1.0,0.9999432,0.010657769,0.97115785,0.23843741,0.24779683,-0.26186123
44,0,45,0.9999432,0.010657769,0.97115785,0.23843741,0.24779683,-0.26186123,2,-1.0,0.99886215,0.047690306,0.97961617,0.20087859,0.114156455,-0.110938
45,0,46,0.99886215,0.047690306,0.97961617,0.20087859,0.114156455,-0.110938,2,-1.0,0.99853605,0.054090697,0.9801702,0.19815764,-0.051257495,0.08434489
46,0,47,0.99853605,0.054090697,0.9801702,0.19815764,-0.051257495,0.08434489,0,-1.0,0.99851346,0.054505385,0.9862268,0.16539858,0.054410513,-0.41186783
47,0,48,0.99851346,0.054505385,0.9862268,0.16539858,0.054410513,-0.41186783,0,-1.0,0.99725,0.074110866,0.99917233,0.04067734,0.13427915,-0.8185066
48,0,49,0.99725,0.074110866,0.99917233,0.04067734,0.13427915,-0.8185066,0,-1.0,0.994616,0.103629656,0.9890725,-0.14743008,0.14915115,-1.0294161
49,0,50,0.994616,0.103629656,0.9890725,-0.14743008,0.14915115,-1.0294161,2,-1.0,0.9947762,0.1020802,0.9592256,-0.2826416,-0.16719307,-0.3357126
50,0,51,0.9947762,0.1020802,0.9592256,-0.2826416,-0.16719307,-0.3357126,0,-1.0,0.9978832,0.06503165,0.940225,-0.34055382,-0.19876269,-0.26959398
51,0,52,0.9978832,0.06503165,0.940225,-0.34055382,-0.19876269,-0.26959398,2,-1.0,1.0,-0.00018551313,0.9471651,-0.32074657,-0.43937573,0.46554068
52,0,53,1.0,-0.00018551313,0.9471651,-0.32074657,-0.43937573,0.46554068,2,-1.0,0.9947353,-0.10247776,0.9852002,-0.17140758,-0.560894,1.0368505
53,0,54,0.9947353,-0.10247776,0.9852002,-0.17140758,-0.560894,1.0368505,2,-1.0,0.97739965,-0.21139993,0.9977459,0.067106076,-0.5126118,1.2981988
54,0,55,0.97739965,-0.21139993,0.9977459,0.067106076,-0.5126118,1.2981988,2,-1.0,0.95664805,-0.29124638,0.94869316,0.31619826,-0.28739455,1.1909547
55,0,56,0.95664805,-0.29124638,0.94869316,0.31619826,-0.28739455,1.1909547,2,-1.0,0.94920576,-0.3146561,0.86583,0.5003383,0.051780395,0.7975002
56,0,57,0.94920576,-0.3146561,0.86583,0.5003383,0.051780395,0.7975002,1,-1.0,0.9658678,-0.25903535,0.82554984,0.5643292,0.5168394,-0.04223735
57,0,58,0.9658678,-0.25903535,0.82554984,0.5643292,0.5168394,-0.04223735,0,-1.0,0.9939904,-0.109467,0.88692015,0.46192282,0.9743297,-1.1184012
58,0,59,0.9939904,-0.109467,0.88692015,0.46192282,0.9743297,-1.1184012,1,-1.0,0.9952214,0.09764456,0.9782662,0.2073529,1.0517037,-1.5174261
59,0,60,0.9952214,0.09764456,0.9782662,0.2073529,1.0517037,-1.5174261,1,-1.0,0.95829535,0.2857797,0.99586886,-0.090802856,0.8202475,-1.3959998
60,0,61,0.95829535,0.2857797,0.99586886,-0.090802856,0.8202475,-1.3959998,0,-1.0,0.9122272,0.4096847,0.93817925,-0.34614974,0.4692452,-1.1676457
61,0,62,0.9122272,0.4096847,0.93817925,-0.34614974,0.4692452,-1.1676457,1,-1.0,0.8982611,0.43946227,0.8749365,-0.48423764,-0.14821686,-0.329981
62,0,63,0.8982611,0.43946227,0.8749365,-0.48423764,-0.14821686,-0.329981,1,-1.0,0.934258,0.3565979,0.88565284,-0.46434796,-0.73791593,0.54420334
63,0,64,0.934258,0.3565979,0.88565284,-0.46434796,-0.73791593,0.54420334,0,-1.0,0.9830247,0.18347308,0.9450062,-0.32705235,-1.0243052,0.9060189
64,0,65,0.9830247,0.18347308,0.9450062,-0.32705235,-1.0243052,0.9060189,2,-1.0,0.99861735,-0.052567415,0.9970303,-0.07701021,-1.2912898,1.5734934
65,0,66,0.99861735,-0.052567415,0.9970303,-0.07701021,-1.2912898,1.5734934,2,-1.0,0.9534368,-0.3015929,0.96762127,0.25240648,-1.1840754,1.6463997
66,0,67,0.9534368,-0.3015929,0.96762127,0.25240648,-1.1840754,1.6463997,2,-1.0,0.8760333,-0.4822506,0.8555921,0.51765066,-0.74136895,1.176486
67,0,68,0.8760333,-0.4822506,0.8555921,0.51765066,-0.74136895,1.176486,1,-1.0,0.8373295,-0.5466986,0.7800466,0.62572145,0.0020102637,0.126419
68,0,69,0.8373295,-0.5466986,0.7800466,0.62572145,0.0020102637,0.126419,1,-1.0,0.87643707,-0.4815164,0.82895637,0.5593133,0.744683,-0.9388145
69,0,70,0.87643707,-0.4815164,0.82895637,0.5593133,0.744683,-0.9388145,0,-1.0,0.9613764,-0.27523682,0.9610854,0.27625144,1.4453851,-2.1335998
70,0,71,0.9613764,-0.27523682,0.9610854,0.27625144,1.4453851,-2.1335998,0,-1.0,0.9988373,0.04820874,0.9772203,-0.2122274,1.7389512,-2.647545
71,0,72,0.9988373,0.04820874,0.9772203,-0.2122274,1.7389512,-2.647545,2,-1.0,0.9379118,0.34687388,0.79855037,-0.601928,1.2549163,-1.5694922
72,0,73,0.9379118,0.34687388,0.79855037,-0.601928,1.2549163,-1.5694922,1,-1.0,0.8561657,0.51670134,0.6601303,-0.7511511,0.59988415,-0.43997234
